Kp_h,Ki_h,Kp_th,Ki_th,Kd_th,Kp_V,Ki_V,M_h,SSe_h_abs,vmax,SSe_V_abs
0.04,0.009999897959183674,2.0,0.6,0.25,0.3,0.08,0.14586998520161903,0.002956610728602982,20.88604060393087,0.00033648610876468865
0.04,0.009999938775510205,2.0,0.6,0.25,0.3,0.08,0.14587144138696184,0.002956532260526501,20.88604288498249,0.00033650025406117834
0.04,0.009999979591836735,2.0,0.6,0.25,0.3,0.08,0.14587289757226654,0.002956453792734237,20.886045166039555,0.00033651439964899055
0.04,0.010000020408163265,2.0,0.6,0.25,0.3,0.08,0.14587435375753072,0.0029563753249988167,20.886047447102044,0.000336528545357595
0.04,0.010000061224489796,2.0,0.6,0.25,0.3,0.08,0.14587581948353545,0.002956214862919637,20.886049728169898,0.00033656698720463396
0.04,0.010000102040816326,2.0,0.6,0.25,0.3,0.08,0.1458772756599491,0.0029561363967900434,20.886052009243276,0.0003365811333502222
0.04,0.010000142857142857,2.0,0.6,0.25,0.3,0.08,0.14587873183634903,0.002956057930632028,20.886054290321958,0.000336595279762264
0.04,0.010000183673469387,2.0,0.6,0.25,0.3,0.08,0.14588018801267474,0.002955979464800862,20.886056571406154,0.0003366094263874686
0.04,0.01000022448979592,2.0,0.6,0.25,0.3,0.08,0.145881644188918,0.002955900999467076,20.8860588524957,0.00033662357320807246
0.04,0.01000026530612245,2.0,0.6,0.25,0.3,0.08,0.14588310036512459,0.002955822534218555,20.886061133590648,0.0003366377202027593
0.04,0.01000030612244898,2.0,0.6,0.25,0.3,0.08,0.14588455654129706,0.002955744069467414,20.886063414691158,0.00033665186736797637
0.04,0.01000034693877551,2.0,0.6,0.25,0.3,0.08,0.14588601271740353,0.0029556656045741647,20.886065695796955,0.00033666601484227954
0.04,0.010000387755102041,2.0,0.6,0.25,0.3,0.08,0.14588746889345308,0.002955587140377247,20.886067976908155,0.0003366801624196114
0.04,0.010000428571428572,2.0,0.6,0.25,0.3,0.08,0.14588891574675472,0.0029555906715046376,20.886070258024798,0.0003366700117553023
0.04,0.010000469387755102,2.0,0.6,0.25,0.3,0.08,0.1458903812454323,0.0029554302122392073,20.88607253914694,0.0003367084582883706
0.04,0.010000510204081632,2.0,0.6,0.25,0.3,0.08,0.1458918374213105,0.0029553517487102,20.88607482027438,0.0003367226065265072
0.04,0.010000551020408163,2.0,0.6,0.25,0.3,0.08,0.14589329359718312,0.0029552732851811925,20.886077101407256,0.0003367367549920175
0.04,0.010000591836734693,2.0,0.6,0.25,0.3,0.08,0.1458947497730027,0.0029551948222774627,20.88607938254568,0.00033675090363516347
0.04,0.010000632653061226,2.0,0.6,0.25,0.3,0.08,0.14589620594871097,0.0029551163594163654,20.886081663689353,0.0003367650524985777
0.04,0.010000673469387756,2.0,0.6,0.25,0.3,0.08,0.14589766212439384,0.0029550378969389612,20.88608394483852,0.00033677920147212603
0.04,0.010000714285714286,2.0,0.6,0.25,0.3,0.08,0.1458991183000675,0.0029549594345184005,20.886086225993072,0.00033679335082581474
0.04,0.010000755102040817,2.0,0.6,0.25,0.3,0.08,0.14590057447565283,0.0029548809726094305,20.886088507153097,0.0003368075002683213
0.04,0.010000795918367347,2.0,0.6,0.25,0.3,0.08,0.14590203108639177,0.002954802510842569,20.886090788318434,0.0003368216499346488
0.04,0.010000836734693878,2.0,0.6,0.25,0.3,0.08,0.14590348776321144,0.0029547240491893945,20.886093069489174,0.00033683579982124456
0.04,0.010000877551020408,2.0,0.6,0.25,0.3,0.08,0.14590494443997287,0.002954645587934124,20.886095350665375,0.0003368499498783706
0.04,0.010000918367346939,2.0,0.6,0.25,0.3,0.08,0.14590640111667583,0.002954567127090968,20.886097631847033,0.0003368641001486594
0.04,0.010000959183673469,2.0,0.6,0.25,0.3,0.08,0.14590785779335433,0.0029544886663757097,20.886099913034112,0.00033687825065342736
0.04,0.010001,2.0,0.6,0.25,0.3,0.08,0.1459093144699519,0.0029544102059588795,20.8861021942265,0.0003368924013393837
