Kp_h,Ki_h,Kp_th,Ki_th,Kd_th,Kp_V,Ki_V,M_h,SSe_h_abs,vmax,SSe_V_abs
0.04,0.01,2.0,0.6,0.25000002040816327,0.3,0.08,0.14587363513953316,0.0029563325312977895,20.88604630595586,0.00033654577117658846
0.04,0.01,2.0,0.6,0.2500000612244898,0.3,0.08,0.14587362542701923,0.002956414464392765,20.886046304727373,0.0003365214811665851
0.04,0.01,2.0,0.6,0.25000010204081635,0.3,0.08,0.14587363482237609,0.002956332405474882,20.886046303498908,0.0003365457826944862
0.04,0.01,2.0,0.6,0.25000014285714284,0.3,0.08,0.1458736346637796,0.002956332342577639,20.886046302270373,0.0003365457884640932
0.04,0.01,2.0,0.6,0.2500001836734694,0.3,0.08,0.14587363450520013,0.00295633227958092,20.886046301041873,0.00033654579426567466
0.04,0.01,2.0,0.6,0.2500002244897959,0.3,0.08,0.14587362479265326,0.002956414212889058,20.88604629981336,0.00033652150418816973
0.04,0.01,2.0,0.6,0.25000026530612246,0.3,0.08,0.14587362463407627,0.002956414149920761,20.886046298584912,0.00033652150995777674
0.04,0.01,2.0,0.6,0.250000306122449,0.3,0.08,0.14587362447546656,0.0029564140870519395,20.88604629735638,0.00033652151572383104
0.04,0.01,2.0,0.6,0.2500003469387755,0.3,0.08,0.14587363387090935,0.002956332027892472,20.886046296128,0.0003365458173938407
0.04,0.01,2.0,0.6,0.250000387755102,0.3,0.08,0.14587362415830546,0.002956413961115345,20.886046294899405,0.0003365215272950195
0.04,0.01,2.0,0.6,0.25000042857142857,0.3,0.08,0.14587362399975887,0.0029564138982038912,20.886046293671015,0.0003365215330077831
0.04,0.01,2.0,0.6,0.2500004693877551,0.3,0.08,0.14587362384110247,0.002956413835420335,20.886046292442426,0.0003365215387773901
0.04,0.01,2.0,0.6,0.25000051020408165,0.3,0.08,0.14587363323651228,0.0029563317764740304,20.886046291213912,0.0003365458403798982
0.04,0.01,2.0,0.6,0.2500005510204082,0.3,0.08,0.14587362352394848,0.0029564137094837406,20.88604628998543,0.00033652155035213127
0.04,0.01,2.0,0.6,0.2500005918367347,0.3,0.08,0.14587363291936703,0.002956331650523225,20.886046288756898,0.0003365458519617448
0.04,0.01,2.0,0.6,0.2500006326530612,0.3,0.08,0.14587362320676134,0.002956413583675044,20.88604628752845,0.00033652156187358173
0.04,0.01,2.0,0.6,0.25000067346938776,0.3,0.08,0.14587363260222336,0.002956331524657685,20.88604628629999,0.00033654586343345727
0.04,0.01,2.0,0.6,0.2500007142857143,0.3,0.08,0.14587362288955347,0.0029564134580226664,20.886046285071398,0.0003365215733488469
0.04,0.01,2.0,0.6,0.25000075510204084,0.3,0.08,0.14587362273100693,0.0029564133950117366,20.886046283842965,0.00033652157915398107
0.04,0.01,2.0,0.6,0.2500007959183673,0.3,0.08,0.14587363212646387,0.002956331335951745,20.886046282614497,0.0003365458807884636
0.04,0.01,2.0,0.6,0.25000083673469387,0.3,0.08,0.1458736224137993,0.0029564132692456724,20.886046281385962,0.00033652159066122067
0.04,0.01,2.0,0.6,0.2500008775510204,0.3,0.08,0.14587363180930052,0.002956331210071994,20.886046280157466,0.00033654589231346677
0.04,0.01,2.0,0.6,0.25000091836734695,0.3,0.08,0.14587362209667395,0.002956413143195391,20.88604627892898,0.0003365216022324091
0.04,0.01,2.0,0.6,0.2500009591836735,0.3,0.08,0.14587363149214003,0.002956331084092767,20.886046277700462,0.0003365459039130769
0.04,0.01,2.0,0.6,0.250001,0.3,0.08,0.14587362177945676,0.002956413017500381,20.886046276471973,0.0003365216137893867
