Kp_h,Ki_h,Kp_th,Ki_th,Kd_th,Kp_V,Ki_V,M_h,SSe_h_abs,vmax,SSe_V_abs
0.04,0.01,2.0,0.6,0.25,0.30000051020408164,0.08,0.14587358411906545,0.002956427328371092,20.886045093880448,0.0003365140443918335
0.04,0.01,2.0,0.6,0.25,0.3000005510204082,0.08,0.14587359034874361,0.00295634635418196,20.88604499686533,0.00033653774572073303
0.04,0.01,2.0,0.6,0.25,0.30000059183673466,0.08,0.1458735870250532,0.002956347375487667,20.886044899850276,0.0003365371515648974
0.04,0.01,2.0,0.6,0.25,0.3000006326530612,0.08,0.14587357414806532,0.002956430393069809,20.886044802835336,0.0003365122616436622
0.04,0.01,2.0,0.6,0.25,0.30000067346938775,0.08,0.14587357082442626,0.0029564314144607806,20.886044705820364,0.0003365116674132196
0.04,0.01,2.0,0.6,0.25,0.3000007142857143,0.08,0.14587356750072014,0.0029564324361643912,20.886044608805335,0.00033651107315790796
0.04,0.01,2.0,0.6,0.25,0.30000075510204083,0.08,0.145873573730194,0.002956351461946838,20.886044511790306,0.00033653477445483304
0.04,0.01,2.0,0.6,0.25,0.3000007959183673,0.08,0.1458735608534365,0.002956434479131076,20.886044414775476,0.00033650988465439013
0.04,0.01,2.0,0.6,0.25,0.30000083673469385,0.08,0.14587356708282684,0.002956353504984577,20.886044317760565,0.0003365335859228935
0.04,0.01,2.0,0.6,0.25,0.3000008775510204,0.08,0.1458735542061096,0.002956436522140393,20.88604422074566,0.00033650869620771573
0.04,0.01,2.0,0.6,0.25,0.30000091836734694,0.08,0.14587356043542213,0.0029563555481644244,20.88604412373083,0.0003365323973731904
0.04,0.01,2.0,0.6,0.25,0.3000009591836735,0.08,0.14587354755880805,0.0029564385652633973,20.886044026715947,0.00033650750771840876
0.04,0.01,2.0,0.6,0.25,0.30000099999999996,0.08,0.14587355378797318,0.0029563575912590068,20.88604392970103,0.00033653120888743615
